PEAKID,YEAR,SEASON,HOST,NATION,BCDATE,SKI,PARAPENTE,CAMPS,TOTMEMBERS,TOTHIRED,O2CLIMB,O2SLEEP,O2UNKWN,AGENCY,COMMERCIALROUTE,STDROUTE,SUMMIT_SUCCESS
PUMO,1974,3,1,Japan,09/17/74,FALSE,FALSE,3,11,3,FALSE,FALSE,FALSE,Trans Himalayan Trekking (THT),,,2
GANG,1974,1,1,Japan,03/30/74,FALSE,FALSE,4,11,5,FALSE,FALSE,FALSE,,,,2
JANU,1974,1,1,Japan,03/19/74,FALSE,FALSE,6,9,14,FALSE,FALSE,FALSE,,,,2
PALD,1974,3,1,UK,,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,,,,2
SHA2,1974,1,1,W Germany,04/05/74,FALSE,FALSE,5,4,4,FALSE,FALSE,FALSE,,,,2
MOJC,1974,3,1,Yugoslavia,09/08/74,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
EVER,1973,3,1,Japan,08/25/73,FALSE,FALSE,5,49,33,TRUE,FALSE,FALSE,,FALSE,,2
SRKU,1973,3,1,Japan,09/28/73,FALSE,FALSE,4,6,3,FALSE,FALSE,FALSE,,,,2
MANA,1973,1,1,W Germany,03/20/73,FALSE,FALSE,5,8,9,TRUE,FALSE,FALSE,,TRUE,TRUE,2
DHA1,1973,1,1,USA,04/01/73,FALSE,FALSE,4,17,7,FALSE,FALSE,FALSE,,,TRUE,2
PUMO,1973,1,1,Japan,04/04/73,FALSE,FALSE,3,14,0,FALSE,FALSE,FALSE,,,,2
YALU,1973,1,1,Japan,03/29/73,FALSE,FALSE,5,15,10,TRUE,FALSE,FALSE,,,,2
NAMP,1972,1,1,Japan,03/31/72,FALSE,FALSE,4,5,3,FALSE,FALSE,FALSE,Trans Himalayan Trekking (THT),,,2
GAMA,1972,3,1,Japan,09/02/72,FALSE,FALSE,6,3,2,FALSE,FALSE,FALSE,,FALSE,FALSE,2
KAND,1972,3,1,Japan,09/30/72,FALSE,FALSE,4,4,1,FALSE,FALSE,FALSE,,,,2
PIMU,1972,1,1,W Germany,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
GANG,1971,3,1,Japan,09/07/71,FALSE,FALSE,4,10,8,FALSE,FALSE,FALSE,,,,2
MANA,1971,1,1,Japan,03/15/71,FALSE,FALSE,5,11,11,TRUE,FALSE,FALSE,,,,2
MAKA,1971,1,1,France,03/19/71,FALSE,FALSE,6,14,18,TRUE,TRUE,FALSE,,,,2
TSOK,1971,3,1,Japan,09/30/71,FALSE,FALSE,3,4,2,FALSE,FALSE,FALSE,,,,2
GANC,1971,3,1,USA,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,,,2
ANN4,1970,1,1,Japan,,FALSE,FALSE,4,8,6,FALSE,FALSE,FALSE,,,,2
ANNS,1970,3,1,France,10/02/70,FALSE,FALSE,4,4,6,FALSE,FALSE,FALSE,,,,2
LSHR,1970,1,1,Austria,04/04/70,FALSE,FALSE,3,7,7,TRUE,FALSE,FALSE,,,,2
ANN1,1970,1,1,UK,03/28/70,FALSE,FALSE,6,17,12,TRUE,FALSE,FALSE,,,,2
BAUD,1970,1,1,Japan,,FALSE,FALSE,3,7,3,FALSE,FALSE,FALSE,,,,2
ANN3,1970,1,1,Japan,04/03/70,FALSE,FALSE,5,9,9,FALSE,FALSE,FALSE,,,,2
MAKA,1970,1,1,Japan,03/24/70,FALSE,FALSE,6,20,25,TRUE,FALSE,FALSE,,,,2
ANN1,1970,1,1,UK,,FALSE,FALSE,5,12,6,TRUE,TRUE,FALSE,,,TRUE,2
DHA6,1970,3,1,Japan,,FALSE,FALSE,6,9,8,FALSE,FALSE,FALSE,,,,2
GAMA,1970,3,1,Japan,,FALSE,FALSE,6,9,8,FALSE,FALSE,FALSE,,,,2
ANN2,1969,3,1,Yugoslavia,09/25/69,FALSE,FALSE,6,10,0,FALSE,FALSE,FALSE,,,,2
TUKU,1968,1,1,USA,,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,,,,2
MUKT,1967,3,1,Netherlands,,FALSE,FALSE,2,7,4,FALSE,FALSE,FALSE,,FALSE,FALSE,2
THAR,1965,1,1,W Germany,04/06/65,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,,,,2
PETH,1964,1,1,Japan,04/11/64,FALSE,FALSE,1,3,2,FALSE,FALSE,FALSE,,,,2
THAR,1964,3,1,Japan,09/15/64,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
BHEM,1964,1,1,Japan,,FALSE,FALSE,0,4,1,FALSE,FALSE,FALSE,,,,2
JASG,1964,1,1,W Germany,04/08/64,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,FALSE,FALSE,2
SHAL,1963,3,1,Italy,,FALSE,FALSE,3,8,3,FALSE,FALSE,FALSE,,,,2
MERA,1962,3,1,Austria,,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,,FALSE,,2
ANN3,1961,1,1,India,04/04/61,FALSE,FALSE,5,7,12,FALSE,FALSE,FALSE,,,,2
LEOE,1961,1,1,Japan,04/15/61,FALSE,FALSE,4,2,4,FALSE,FALSE,FALSE,,FALSE,,2
ANN2,1960,1,1,UK,03/15/60,FALSE,FALSE,6,10,9,TRUE,TRUE,FALSE,,,,2
LEOE,1960,1,1,Japan,04/18/60,FALSE,FALSE,0,3,1,FALSE,FALSE,FALSE,,,,2
BTAK,1960,1,1,Japan,04/18/60,FALSE,FALSE,4,3,1,FALSE,FALSE,FALSE,,,,2
PARC,1960,3,1,France,11/03/60,FALSE,FALSE,0,6,1,FALSE,FALSE,FALSE,,,,2
PIMU,1960,3,1,France,10/06/60,FALSE,FALSE,0,6,0,FALSE,FALSE,FALSE,,,,2
OMBG,1960,3,1,New Zealand,,FALSE,FALSE,0,3,2,FALSE,FALSE,FALSE,,,,2
SHAL,1959,3,1,Japan,,FALSE,FALSE,3,6,5,FALSE,FALSE,FALSE,,,,2
ANN4,1957,1,1,UK,04/16/57,FALSE,FALSE,4,2,4,FALSE,FALSE,FALSE,,,,2
SING,1957,1,1,UK,04/24/57,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
LHOT,1956,1,1,Switzerland,04/07/56,FALSE,FALSE,6,11,28,TRUE,FALSE,FALSE,,,TRUE,2
KTUN,1956,1,1,Switzerland,,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,,,,2
LEOE,1955,1,1,UK,04/22/55,FALSE,FALSE,5,3,4,FALSE,FALSE,FALSE,,,,2
PARC,1955,1,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
PETH,1955,1,1,France,04/04/55,FALSE,FALSE,0,3,1,FALSE,FALSE,FALSE,,,,2
PIMU,1955,1,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
PANT,1955,1,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
PLNG,1955,2,2,USA,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
DING,1955,1,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
RIPI,1955,1,1,UK,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,FALSE,FALSE,2
CHOY,1954,3,1,Austria,09/27/54,FALSE,FALSE,4,3,7,FALSE,FALSE,FALSE,,TRUE,TRUE,2
MAK2,1954,3,1,France,09/15/54,FALSE,FALSE,5,2,2,FALSE,FALSE,FALSE,,,,2
NAUL,1954,1,1,New Zealand,,FALSE,FALSE,0,3,1,FALSE,FALSE,FALSE,,,,2
RIPI,1952,1,1,UK,05/28/52,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,,,,2
PLNG,1952,1,2,UK,05/05/52,FALSE,FALSE,4,3,0,FALSE,FALSE,FALSE,,,,2
ANN1,1950,1,1,France,05/18/50,FALSE,FALSE,5,8,8,FALSE,FALSE,FALSE,,,TRUE,2
PALD,1949,2,1,UK,,FALSE,FALSE,1,3,2,FALSE,FALSE,FALSE,,,,2
NEPA,1936,2,3,Germany,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,,,,2
LING,1935,2,2,UK,07/06/35,FALSE,FALSE,2,2,4,FALSE,FALSE,FALSE,,,,2
RAMT,1930,1,1,Germany,04/26/30,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,,,2
PAWR,2016,3,1,Norway,10/31/16,TRUE,FALSE,1,7,0,FALSE,FALSE,FALSE,Top Himalaya Guides,FALSE,FALSE,3
MANA,2013,3,1,Austria,09/14/13,TRUE,FALSE,3,4,0,FALSE,FALSE,FALSE,Langtang Ri Trekking,TRUE,TRUE,3
HIML,2012,3,1,USA,10/22/12,TRUE,FALSE,3,3,0,FALSE,FALSE,FALSE,Asian Trekking,FALSE,FALSE,3
MANA,2010,3,1,Japan,09/10/10,TRUE,FALSE,3,10,8,TRUE,FALSE,FALSE,Cosmo Treks,TRUE,TRUE,3
EVER,2007,1,2,France,04/15/07,TRUE,FALSE,3,7,6,TRUE,TRUE,FALSE,Himalayan Travel Bureau,TRUE,TRUE,3
CHOY,2007,3,2,USA,09/10/07,TRUE,FALSE,2,3,0,FALSE,FALSE,FALSE,High Country Trekking,TRUE,TRUE,3
CHOY,2005,3,2,France,09/01/05,TRUE,FALSE,3,3,0,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,TRUE,TRUE,3
CHOY,2005,3,2,USA,09/05/05,TRUE,FALSE,3,4,0,TRUE,FALSE,FALSE,Nomad Expeditions,TRUE,TRUE,3
CHOY,2003,1,2,Germany,04/17/03,TRUE,FALSE,3,5,6,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,TRUE,3
EVER,2003,1,1,France,04/07/03,TRUE,FALSE,4,23,23,TRUE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,3
CHOY,2000,1,2,Spain,04/25/00,TRUE,FALSE,3,7,2,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,3
MAKA,2000,1,1,Italy,04/17/00,TRUE,FALSE,2,5,0,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE,3
CHOY,2000,3,2,Czech Republic,09/12/00,TRUE,FALSE,3,10,0,FALSE,FALSE,FALSE,Everest Adventure,TRUE,TRUE,3
TARS,1998,3,1,Czech Republic,09/23/98,TRUE,FALSE,0,4,0,FALSE,FALSE,FALSE,Everest Adventure,FALSE,FALSE,3
TUKU,1987,3,1,Spain,09/20/87,TRUE,FALSE,2,11,1,FALSE,FALSE,FALSE,Kunga,,,3
MAKA,1986,3,1,Italy,08/29/86,TRUE,FALSE,3,9,8,FALSE,FALSE,FALSE,,,TRUE,3
KGUR,1982,3,1,Yugoslavia,09/30/82,TRUE,FALSE,3,10,0,FALSE,FALSE,FALSE,,,,3
MANA,1981,3,1,Japan,10/01/81,TRUE,FALSE,3,4,4,FALSE,FALSE,FALSE,,TRUE,TRUE,3
MAK2,1980,3,1,UK,09/16/80,TRUE,FALSE,4,5,0,FALSE,FALSE,FALSE,,,,3
ANN1,2021,1,1,India,03/28/21,FALSE,FALSE,4,4,3,TRUE,FALSE,FALSE,Pioneer Adventure (Satori Adventures pmt),FALSE,TRUE,3
EVER,2021,1,1,UK,04/15/21,FALSE,FALSE,4,3,3,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE,3
EVER,2021,1,1,Romania,04/24/21,FALSE,FALSE,4,3,4,TRUE,TRUE,FALSE,High Himalayan Climbing,TRUE,TRUE,3
EVER,2021,1,1,USA,04/16/21,FALSE,FALSE,4,8,8,TRUE,TRUE,FALSE,Everest Parivar,TRUE,TRUE,3
EVER,2021,1,1,Nepal,,FALSE,FALSE,4,10,2,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE,3
EVER,2021,1,1,USA,04/26/21,FALSE,FALSE,4,7,7,TRUE,TRUE,FALSE,Kaitu Expedition,TRUE,TRUE,3
EVER,2021,1,1,India,04/12/21,FALSE,FALSE,4,8,8,TRUE,TRUE,FALSE,Satori Adventures,TRUE,TRUE,3
EVER,2021,1,1,India,04/15/21,FALSE,FALSE,4,3,4,TRUE,TRUE,FALSE,Peak Promotion,TRUE,TRUE,3
EVER,2021,1,1,Taiwan,04/23/21,FALSE,FALSE,4,3,4,TRUE,TRUE,FALSE,Dreamers Destination Treks,TRUE,TRUE,3
LHOT,2021,1,1,UK,04/15/21,FALSE,FALSE,4,3,3,TRUE,TRUE,FALSE,Himalayan Guides,FALSE,FALSE,3
LHOT,2021,1,1,Germany,,FALSE,FALSE,4,10,10,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE,3
LHOT,2021,1,1,India,,FALSE,FALSE,4,6,7,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE,3
LHOT,2021,1,1,USA,04/15/21,FALSE,FALSE,4,5,4,TRUE,TRUE,FALSE,TAGnepal Trekking,FALSE,TRUE,3
AMAD,2021,3,1,Nepal,10/29/21,FALSE,FALSE,2,7,8,FALSE,FALSE,FALSE,Top Himalaya Guides,TRUE,FALSE,3
AMAD,2021,3,1,USA,10/28/21,FALSE,FALSE,2,8,7,FALSE,FALSE,FALSE,Himalaya Vision,TRUE,FALSE,3
AMAD,2021,3,1,USA,,FALSE,FALSE,3,7,5,FALSE,FALSE,FALSE,Pioneer Adventure,TRUE,FALSE,3
ANN3,2021,3,1,Ukraine,09/23/21,FALSE,FALSE,13,3,0,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE,3
DHA1,2021,3,1,Nepal,,FALSE,FALSE,3,4,3,TRUE,FALSE,FALSE,Elite Himalayan Adventures (SST pmt),FALSE,TRUE,3
DORJ,2021,3,1,Spain,10/06/21,FALSE,FALSE,2,6,0,FALSE,FALSE,FALSE,Dream Carrier Treks,FALSE,FALSE,3
LUZA,2020,4,1,Nepal,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Xtreme Climbers,FALSE,FALSE,3
EVER,2019,1,1,USA,04/13/19,FALSE,FALSE,4,3,3,TRUE,TRUE,FALSE,Himalayan Guides (Ever Quest pmt),TRUE,TRUE,3
EVER,2019,1,1,China,04/20/19,FALSE,FALSE,4,3,3,TRUE,TRUE,FALSE,Kaitu Expedition,TRUE,TRUE,3
EVER,2019,1,1,China,04/07/19,FALSE,FALSE,4,5,4,TRUE,TRUE,FALSE,Pioneer Adventure,TRUE,TRUE,3
EVER,2019,1,1,China,04/17/19,FALSE,FALSE,4,5,6,TRUE,TRUE,FALSE,Seven Brothers Summiters (Ascent Himalayas pmt),TRUE,TRUE,3
EVER,2019,1,1,India,05/04/19,FALSE,FALSE,4,7,11,TRUE,TRUE,FALSE,Arun Treks (Snowy Horizon pmt),TRUE,TRUE,3
EVER,2019,1,1,Belgium,04/06/19,FALSE,FALSE,4,4,4,TRUE,TRUE,FALSE,Ever Quest Expeditions,TRUE,TRUE,3
EVER,2019,1,1,India,,FALSE,FALSE,4,4,6,TRUE,TRUE,FALSE,Snowy Horizon Treks,TRUE,TRUE,3
EVER,2019,1,1,Nepal,,FALSE,FALSE,4,3,1,TRUE,TRUE,FALSE,Peak Promotion,TRUE,TRUE,3
EVER,2019,1,1,Nepal,05/05/19,FALSE,FALSE,4,3,2,TRUE,TRUE,FALSE,Alpine Sherpa Guide Treks (Peak Promotion pmt),TRUE,TRUE,3
EVER,2019,1,2,Australia,04/08/19,FALSE,FALSE,3,6,6,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE,3
EVER,2019,1,2,UK,04/17/19,FALSE,FALSE,3,4,5,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE,3
EVER,2019,1,1,China,,FALSE,FALSE,0,3,4,TRUE,TRUE,FALSE,Snowy Horizon Treks,TRUE,TRUE,3
GYLZ,2019,1,1,Nepal,04/03/19,FALSE,FALSE,1,6,4,FALSE,FALSE,FALSE,Everest Women Treks,FALSE,FALSE,3
LHOT,2019,1,1,USA,04/15/19,FALSE,FALSE,4,6,3,TRUE,TRUE,FALSE,TAGnepal Trekking,FALSE,FALSE,3
LHOT,2019,1,1,Canada,,FALSE,FALSE,4,3,4,TRUE,TRUE,FALSE,Grand Himalaya Treks (Himalayan Guides pmt),FALSE,TRUE,3
LHOT,2019,1,1,China,04/13/19,FALSE,FALSE,3,3,3,TRUE,TRUE,FALSE,Sherpa Altitude Adventure (Satori Adventures pmt),FALSE,TRUE,3
MAKA,2019,1,1,Nepal,04/19/19,FALSE,FALSE,4,4,3,TRUE,TRUE,FALSE,Expedition Base (Pioneer Adventure pmt),FALSE,TRUE,3
AMAD,2019,3,1,Austria,11/15/19,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Everest Parivar,TRUE,FALSE,3
AMAD,2019,3,1,USA,,FALSE,FALSE,2,4,1,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,3
AMAD,2019,3,1,Romania,,FALSE,FALSE,2,8,3,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,3
AMAD,2019,3,1,UK,11/20/19,FALSE,FALSE,2,6,3,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,3
AMAD,2019,3,1,Poland,,FALSE,FALSE,2,8,5,FALSE,FALSE,FALSE,High Himalayan Climbing permit,TRUE,FALSE,3
AMAD,2019,3,1,Nepal,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Apex Himalaya Treks,TRUE,FALSE,3
AMAD,2019,4,1,Spain,,FALSE,FALSE,2,15,3,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,FALSE,3
HIML,2019,3,1,Switzerland,09/14/19,FALSE,FALSE,2,9,3,FALSE,FALSE,FALSE,Himalaya Vision,FALSE,FALSE,3
HIML,2019,3,1,India,10/07/19,FALSE,FALSE,0,11,11,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE,3
HIML,2019,3,1,Australia,10/22/19,FALSE,FALSE,3,6,4,FALSE,FALSE,FALSE,Happy Feet Mountaineers,FALSE,FALSE,3
MANA,2019,3,1,Poland,09/13/19,FALSE,FALSE,0,5,2,TRUE,FALSE,FALSE,Seven Summit Treks,TRUE,TRUE,3
MANA,2019,3,1,Norway,,FALSE,FALSE,4,4,5,TRUE,FALSE,FALSE,Ascent Himalayas (Himalayan Ascent pmt),TRUE,TRUE,3
MANA,2019,3,1,Poland,09/07/19,FALSE,FALSE,4,3,0,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,TRUE,3
PAN1,2019,3,1,Georgia,09/26/19,FALSE,FALSE,3,3,0,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE,3
PAN2,2019,3,1,Georgia,09/18/19,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE,3
PUTH,2019,3,1,Italy,10/14/19,FALSE,FALSE,2,6,5,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE,3
TENE,2019,3,1,Spain,10/02/19,FALSE,FALSE,3,3,0,FALSE,FALSE,FALSE,Annapurna Treks,FALSE,FALSE,3
TENG,2019,3,1,Australia,11/13/19,FALSE,FALSE,0,4,2,FALSE,FALSE,FALSE,Arun Treks,FALSE,FALSE,3
EVER,2018,1,2,Australia,04/17/18,FALSE,FALSE,3,3,3,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE,3
EVER,2018,1,1,UK,04/20/18,FALSE,FALSE,4,4,4,TRUE,TRUE,FALSE,Himalayan Guides,TRUE,TRUE,3
EVER,2018,1,1,Ukraine,04/17/18,FALSE,FALSE,4,4,3,TRUE,TRUE,FALSE,Seven Summit Treks,TRUE,TRUE,3
EVER,2018,1,1,Russia,04/28/18,FALSE,FALSE,4,3,4,TRUE,TRUE,FALSE,Namaste Treks,TRUE,TRUE,3
EVER,2018,1,1,USA,04/15/18,FALSE,FALSE,4,3,3,TRUE,TRUE,FALSE,Grand Himalaya Treks,TRUE,TRUE,3
EVER,2018,1,1,China,,FALSE,FALSE,5,3,0,TRUE,TRUE,FALSE,Alpine Adventure Travel (Satori Adventures pmt),TRUE,TRUE,3
EVER,2018,1,2,Austria,04/16/18,FALSE,FALSE,3,3,4,TRUE,TRUE,FALSE,Himalaya Vision,TRUE,TRUE,3
EVER,2018,1,2,Russia,04/16/18,FALSE,FALSE,3,6,4,TRUE,TRUE,FALSE,Climbalaya,TRUE,TRUE,3
EVER,2018,1,2,Poland,04/18/18,FALSE,FALSE,2,8,2,TRUE,TRUE,FALSE,Climbalaya,TRUE,TRUE,3
LHOT,2018,1,1,Sweden,04/16/18,FALSE,FALSE,4,6,3,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE,3
LHOT,2018,1,1,China,04/20/18,FALSE,FALSE,4,4,3,TRUE,TRUE,FALSE,Seven Summit Treks,FALSE,TRUE,3
MAKA,2018,1,1,Spain,04/10/18,FALSE,FALSE,4,11,4,TRUE,FALSE,FALSE,Seven Summit Treks,FALSE,TRUE,3
AMAD,2018,3,1,UK,11/17/18,FALSE,FALSE,2,17,6,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,3
AMAD,2018,3,1,Australia,11/02/18,FALSE,FALSE,2,5,2,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,3
AMAD,2018,3,1,Austria,10/30/18,FALSE,FALSE,1,4,2,FALSE,FALSE,FALSE,Iceland Trekking (Satori Adventures pmt),TRUE,FALSE,3
AMAD,2018,3,1,Austria,10/19/18,FALSE,FALSE,2,5,2,FALSE,FALSE,FALSE,Himalaya Vision,TRUE,FALSE,3
AMAD,2018,3,1,Nepal,10/06/18,FALSE,FALSE,2,3,1,FALSE,FALSE,FALSE,High Himalayan Climbing (Ever Quest pmt),TRUE,FALSE,3
AMAD,2018,3,1,Serbia,,FALSE,FALSE,2,5,0,FALSE,FALSE,FALSE,Snowy Horizon Treks,TRUE,FALSE,3
AMAD,2018,3,1,USA,10/11/18,FALSE,FALSE,2,3,2,FALSE,FALSE,FALSE,Top Himalaya Guides,TRUE,FALSE,3
BARU,2018,3,1,USA,10/27/18,FALSE,FALSE,2,12,5,FALSE,FALSE,FALSE,Everest Parivar,FALSE,FALSE,3
BARU,2018,3,1,Belgium,10/31/18,FALSE,FALSE,2,8,4,FALSE,FALSE,FALSE,Tseringma Treks,FALSE,FALSE,3
HIMJ,2018,3,1,Germany,10/21/18,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,Amis Himalaya Adventure,FALSE,FALSE,3
HIML,2018,3,1,Italy,10/03/18,FALSE,FALSE,2,6,5,FALSE,FALSE,FALSE,Satori Adventures,FALSE,FALSE,3
LDNG,2018,3,1,Spain,10/25/18,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Annapurna Treks,FALSE,FALSE,3
MANA,2018,3,1,Chile,09/07/18,FALSE,FALSE,4,3,1,FALSE,FALSE,FALSE,Prestige Adventure,FALSE,FALSE,3
MANA,2018,3,1,Nepal,09/09/18,FALSE,FALSE,4,3,2,TRUE,FALSE,FALSE,Ever Quest Expeditions (Pioneer Adventure pmt),TRUE,TRUE,3
MANA,2018,3,1,Romania,09/10/18,FALSE,FALSE,4,3,3,TRUE,FALSE,FALSE,Satori Adventures,TRUE,TRUE,3
MANA,2018,3,1,Japan,09/07/18,FALSE,FALSE,4,3,3,TRUE,FALSE,FALSE,Numbur Himal Treks,TRUE,TRUE,3
MANA,2018,3,1,Nepal,09/14/18,FALSE,FALSE,4,3,2,TRUE,FALSE,FALSE,Pioneer Adventure,TRUE,TRUE,3
MANA,2018,3,1,Czech Republic,09/20/18,FALSE,FALSE,4,12,1,TRUE,FALSE,FALSE,Mount Treks,TRUE,TRUE,3
PUMO,2018,3,1,Romania,10/08/18,FALSE,FALSE,5,3,0,FALSE,FALSE,FALSE,Snowy Horizon Treks,FALSE,FALSE,3
TAKP,2018,3,1,UK,10/06/18,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,Royal Mountain Travel,FALSE,FALSE,3
TILI,2017,1,1,Germany,04/19/17,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,Seven Summit Treks,FALSE,FALSE,3
DHA1,2017,1,1,Nepal,04/07/17,FALSE,FALSE,3,4,3,TRUE,FALSE,FALSE,Dreamers Destination Treks,FALSE,TRUE,3
DHA1,2017,1,1,India,04/26/17,FALSE,FALSE,3,12,12,TRUE,FALSE,FALSE,Himalaya Expeditions,FALSE,TRUE,3
EVER,2017,1,1,Nepal,04/14/17,FALSE,FALSE,4,14,7,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE,3
EVER,2017,1,1,USA,04/16/17,FALSE,FALSE,4,16,17,TRUE,TRUE,FALSE,Everest Parivar,TRUE,TRUE,3
EVER,2017,1,1,China,04/10/17,FALSE,FALSE,4,4,5,TRUE,TRUE,FALSE,Seven Brothers Summiters/Himalayan Human Adventure,TRUE,TRUE,3
EVER,2017,1,1,Nepal,04/23/17,FALSE,FALSE,4,4,1,TRUE,TRUE,FALSE,Sherpa Shepherds,TRUE,TRUE,3
LHOT,2017,1,1,Iran,04/20/17,FALSE,FALSE,4,3,0,TRUE,TRUE,FALSE,Prestige Adventure,FALSE,TRUE,3
EVER,2017,1,2,Nepal,04/07/17,FALSE,FALSE,3,4,3,TRUE,TRUE,FALSE,Climbalaya,TRUE,TRUE,3
AMAD,2017,1,1,Austria,,FALSE,FALSE,2,3,2,FALSE,FALSE,FALSE,Snowy Horizon Treks permit,TRUE,FALSE,3
AMAD,2017,3,1,Spain,10/26/17,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,FALSE,3
AMAD,2017,3,1,Spain,10/14/17,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,FALSE,3
AMAD,2017,3,1,Lithuania,10/11/17,FALSE,FALSE,2,3,1,FALSE,FALSE,FALSE,Makalu Extreme Treks,TRUE,FALSE,3
AMAD,2017,3,1,Greece,10/20/17,FALSE,FALSE,2,3,3,FALSE,FALSE,FALSE,Makalu Extreme Treks,TRUE,FALSE,3
AMAD,2017,3,1,Russia,10/18/17,FALSE,FALSE,2,7,7,TRUE,FALSE,FALSE,Makalu Extreme Treks,TRUE,FALSE,3
AMAD,2017,3,1,Spain,11/01/17,FALSE,FALSE,2,6,8,FALSE,FALSE,FALSE,Himalayan Adventure (Happy Feet pmt),TRUE,FALSE,3
AMAD,2017,3,1,Nepal,11/06/17,FALSE,FALSE,2,6,3,FALSE,FALSE,FALSE,Happy Feet Mountaineers,TRUE,FALSE,3
AMAD,2017,3,1,Myanmar,11/18/17,FALSE,FALSE,3,3,3,FALSE,FALSE,FALSE,,TRUE,FALSE,3
AMAD,2017,3,1,S Korea,,FALSE,FALSE,0,7,0,FALSE,FALSE,FALSE,,TRUE,FALSE,3
CHUW,2017,3,1,Germany,10/14/17,FALSE,FALSE,0,3,2,FALSE,FALSE,FALSE,Dreamers Destination Treks/Imagine Nepal,FALSE,FALSE,3
LARK,2017,3,1,Georgia,09/16/17,FALSE,FALSE,5,4,0,FALSE,FALSE,FALSE,Asian Trekking,FALSE,FALSE,3
LARK,2017,3,1,Ecuador,10/12/17,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,3
LNJU,2017,3,1,Japan,,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,3
MANA,2017,3,1,India,09/13/17,FALSE,FALSE,4,4,4,TRUE,FALSE,FALSE,Peak Promotion,TRUE,TRUE,3
MANA,2017,3,1,Iran,09/07/17,FALSE,FALSE,4,3,2,TRUE,FALSE,FALSE,Prestige Adventure,TRUE,TRUE,3
